eval_dttm,sbdt,actual_shipped_units,forecasted_shipped_units,backlog_sbdt,risk_score_actual,risk_score_predicted
2025-12-14 06:00:00,2025-12-14 17:00:00,75763.0,89871.38932,3472,4.5827118778295475,3.8632984604671514
2025-12-14 06:00:00,2025-12-14 17:30:00,75763.0,89871.38932,3650,4.817655055834409,4.0613592685910715
2025-12-14 06:00:00,2025-12-14 20:00:00,94861.0,108826.81482,5152,5.431104458044602,4.734127345796243
2025-12-14 06:00:00,2025-12-14 20:30:00,94861.0,108826.81482,6737,7.101970251134798,6.190569861923388
2025-12-14 06:00:00,2025-12-14 21:00:00,99424.0,115239.55382,7006,7.04658834881873,6.079509827747445
2025-12-14 06:00:00,2025-12-14 22:00:00,107247.0,123050.22522000001,7373,6.874784376188847,5.9918622552360095
2025-12-14 06:00:00,2025-12-14 22:30:00,107247.0,123050.22522000001,7567,7.055675216956599,6.149521454682068
2025-12-14 06:00:00,2025-12-14 23:00:00,115810.0,131980.97922,7870,6.795613504820002,5.962980458587
2025-12-14 06:00:00,2025-12-14 23:30:00,115810.0,131980.97922,8056,6.9562213970559,6.103909856972919
2025-12-14 06:00:00,2025-12-15 00:00:00,123711.0,141413.99222000001,8468,6.844985490321435,5.988092031774561
2025-12-14 06:00:00,2025-12-15 00:30:00,123711.0,141413.99222000001,8664,7.0034192593463525,6.126692177998914
2025-12-14 06:00:00,2025-12-15 01:00:00,131788.0,147880.52252000003,9914,7.522687953322588,6.70406070454082
2025-12-14 07:00:00,2025-12-14 17:00:00,75268.0,89377.029,3804,5.053940585573499,4.256127153160841
2025-12-14 07:00:00,2025-12-14 17:30:00,75268.0,89377.029,3977,5.283785938177131,4.449689192460743
2025-12-14 07:00:00,2025-12-14 20:00:00,94366.0,108332.45449999999,5586,5.919504906365434,5.156349522153989
2025-12-14 07:00:00,2025-12-14 20:30:00,94366.0,108332.45449999999,7190,7.619269652124502,6.63697691806072
2025-12-14 07:00:00,2025-12-14 21:00:00,98929.0,114745.1935,7459,7.539750730245533,6.500490149014387
2025-12-14 07:00:00,2025-12-14 22:00:00,106752.0,122555.86489999999,7822,7.327263189379804,6.3823954947554515
2025-12-14 07:00:00,2025-12-14 22:30:00,106752.0,122555.86489999999,8017,7.509929556284567,6.541506607191825
2025-12-14 07:00:00,2025-12-14 23:00:00,115315.0,131486.6189,8321,7.215886918378217,6.328400615628512
2025-12-14 07:00:00,2025-12-14 23:30:00,115315.0,131486.6189,8510,7.3797858040378115,6.4721414780673765
2025-12-14 07:00:00,2025-12-15 00:00:00,123216.0,140919.6319,8919,7.238507985917101,6.329139439042707
2025-12-14 07:00:00,2025-12-15 00:30:00,123216.0,140919.6319,9111,7.394331904887399,6.4653873112588975
2025-12-14 07:00:00,2025-12-15 01:00:00,131293.0,147386.16220000002,10505,8.001188182096522,7.1275347991446125
2025-12-14 08:00:00,2025-12-14 17:00:00,69618.0,85595.39300000001,3502,5.0303082535403165,4.091341691671521
2025-12-14 08:00:00,2025-12-14 17:30:00,69618.0,85595.39300000001,3644,5.234278491119621,4.2572384707170245
2025-12-14 08:00:00,2025-12-14 20:00:00,88716.0,104550.81850000001,5034,5.674286487153679,4.814883395630089
2025-12-14 08:00:00,2025-12-14 20:30:00,88716.0,104550.81850000001,6425,7.2422111005090155,6.14533687265064
2025-12-14 08:00:00,2025-12-14 21:00:00,93279.0,110963.55750000001,6649,7.128078131121388,5.992057347242206
2025-12-14 08:00:00,2025-12-14 22:00:00,101102.0,118774.22890000002,6893,6.817867104440883,5.803447485014121
2025-12-14 08:00:00,2025-12-14 22:30:00,101102.0,118774.22890000002,7058,6.981068623697048,5.942366509390638
2025-12-14 08:00:00,2025-12-14 23:00:00,109665.0,127704.9829,7344,6.696758309335734,5.750754460139779
2025-12-14 08:00:00,2025-12-14 23:30:00,109665.0,127704.9829,7489,6.828979163754808,5.864297406316287
2025-12-14 08:00:00,2025-12-15 00:00:00,117566.0,137137.9959,7789,6.625214772922229,5.679680491774783
2025-12-14 08:00:00,2025-12-15 00:30:00,117566.0,137137.9959,7967,6.776619090495751,5.809476759272012
2025-12-14 08:00:00,2025-12-15 01:00:00,125643.0,143604.52620000002,9256,7.366904642460249,6.445479292932999
2025-12-14 09:00:00,2025-12-14 17:00:00,62966.0,76032.85500000001,3013,4.785122129327174,3.962760572334647
2025-12-14 09:00:00,2025-12-14 17:30:00,62966.0,76032.85500000001,3138,4.983641965426045,4.127163184860977
2025-12-14 09:00:00,2025-12-14 20:00:00,82064.0,94988.28050000001,4669,5.689461883338742,4.915343214314577
2025-12-14 09:00:00,2025-12-14 20:30:00,82064.0,94988.28050000001,5975,7.280902709991216,6.290249669207453
2025-12-14 09:00:00,2025-12-14 21:00:00,86627.0,101401.01950000001,6176,7.129416925356652,6.090668545930244
2025-12-14 09:00:00,2025-12-14 22:00:00,94450.0,109211.69090000002,6412,6.788777130685138,5.871166307472022
2025-12-14 09:00:00,2025-12-14 22:30:00,94450.0,109211.69090000002,6578,6.9645314980734305,6.023164686611191
2025-12-14 09:00:00,2025-12-14 23:00:00,103013.0,118142.44490000002,6844,6.643821653513209,5.793006912744253
2025-12-14 09:00:00,2025-12-14 23:30:00,103013.0,118142.44490000002,6979,6.774873074206413,5.907275751613404
2025-12-14 09:00:00,2025-12-15 00:00:00,110914.0,127575.45790000001,7246,6.532989523355637,5.679775812071141
2025-12-14 09:00:00,2025-12-15 00:30:00,110914.0,127575.45790000001,7369,6.643886254155077,5.7761893402087
2025-12-14 09:00:00,2025-12-15 01:00:00,118991.0,134041.98820000002,8815,7.40812330338086,6.576297560419381
2025-12-14 10:00:00,2025-12-14 17:00:00,54018.0,65901.348,2619,4.8483838719528976,3.974122046729999
2025-12-14 10:00:00,2025-12-14 17:30:00,54018.0,65901.348,2722,5.039061053629548,4.130416270026368
2025-12-14 10:00:00,2025-12-14 20:00:00,73116.0,84856.7735,4558,6.233929645956646,5.371403851392354
2025-12-14 10:00:00,2025-12-14 20:30:00,73116.0,84856.7735,5842,7.990043218885196,6.884541750731491
2025-12-14 10:00:00,2025-12-14 21:00:00,77679.0,91269.5125,6050,7.788462776197062,6.628719529901853
2025-12-14 10:00:00,2025-12-14 22:00:00,85502.0,99080.1839,6258,7.319127037878423,6.316096472179478
2025-12-14 10:00:00,2025-12-14 22:30:00,85502.0,99080.1839,6412,7.499239783776997,6.471526139280091
2025-12-14 10:00:00,2025-12-14 23:00:00,94065.0,108010.9379,6625,7.043002179269197,6.133638063648982
2025-12-14 10:00:00,2025-12-14 23:30:00,94065.0,108010.9379,6741,7.166321160823194,6.241034594272873
2025-12-14 10:00:00,2025-12-15 00:00:00,101966.0,117443.95090000001,6977,6.842476903998956,5.940706138097567
2025-12-14 10:00:00,2025-12-15 00:30:00,101966.0,117443.95090000001,7050,6.914069395613106,6.002863447554514
2025-12-14 10:00:00,2025-12-15 01:00:00,110043.0,123910.48120000001,8579,7.796043364795616,6.923546674057113
2025-12-14 11:00:00,2025-12-14 17:00:00,50023.0,59033.95599999999,2502,5.001699218259566,4.238238751876324
2025-12-14 11:00:00,2025-12-14 17:30:00,50023.0,59033.95599999999,2613,5.223597145208732,4.426266130556688
2025-12-14 11:00:00,2025-12-14 20:00:00,69121.0,77989.3815,5064,7.326282895106751,6.493191640371027
2025-12-14 11:00:00,2025-12-14 20:30:00,69121.0,77989.3815,6652,9.623703360633908,8.529366270092432
2025-12-14 11:00:00,2025-12-14 21:00:00,73684.0,84402.1205,6853,9.300526572806845,8.119464249620133
2025-12-14 11:00:00,2025-12-14 22:00:00,81507.0,92212.79190000001,7030,8.625026071274554,7.623671136155854
2025-12-14 11:00:00,2025-12-14 22:30:00,81507.0,92212.79190000001,7165,8.79065601716674,7.7700716487278365
2025-12-14 11:00:00,2025-12-14 23:00:00,90070.0,101143.54590000001,7393,8.208060397377507,7.30941350151627
2025-12-14 11:00:00,2025-12-14 23:30:00,90070.0,101143.54590000001,7507,8.334628622090213,7.422124598388021
2025-12-14 11:00:00,2025-12-15 00:00:00,97971.0,110576.55890000002,7751,7.911524838902211,7.009623085612138
