eval_dttm,sbdt,actual_shipped_units,forecasted_shipped_units,backlog_sbdt,risk_score_actual,risk_score_predicted
2025-12-16 06:00:00,2025-12-16 06:30:00,7238.0,7112.607,2481,34.277424702956615,34.881724802171696
2025-12-16 06:00:00,2025-12-16 06:50:00,7238.0,7112.607,2791,38.560375789090855,39.24018295412073
2025-12-16 06:00:00,2025-12-16 14:00:00,47788.0,46511.70457,2944,6.160542395451566,6.329589567086262
2025-12-16 06:00:00,2025-12-16 15:00:00,52930.0,50843.30417,3192,6.03060646125013,6.2781128253671845
2025-12-16 06:00:00,2025-12-16 17:00:00,67362.0,65693.98257,3373,5.00727413074126,5.134412419515848
2025-12-16 06:00:00,2025-12-16 18:00:00,73151.0,72335.15196999999,4930,6.739484080781678,6.815496844433942
2025-12-16 06:00:00,2025-12-16 18:15:00,73151.0,72335.15196999999,5098,6.969146012946247,7.047749069558668
2025-12-16 06:00:00,2025-12-16 18:30:00,73151.0,72335.15196999999,5265,7.197440909800312,7.278618840962414
2025-12-16 06:00:00,2025-12-16 18:45:00,73151.0,72335.15196999999,5400,7.381990676718268,7.465250093294784
2025-12-16 06:00:00,2025-12-16 19:45:00,80667.0,79448.06657,5685,7.047491539203795,7.155617808420186
2025-12-16 06:00:00,2025-12-16 20:00:00,87634.0,86743.68757,6815,7.776662026065493,7.8564794636173385
2025-12-16 06:00:00,2025-12-16 20:45:00,87634.0,86743.68757,6940,7.919300727937567,8.000582168379212
2025-12-16 06:00:00,2025-12-16 23:00:00,105420.0,104504.59327000001,7110,6.744450768291174,6.8035287038172925
2025-12-16 06:00:00,2025-12-16 23:40:00,105420.0,104504.59327000001,10057,9.5399354960203,9.623500446454361
2025-12-16 06:00:00,2025-12-17 00:15:00,110327.0,109966.18327000001,10325,9.35854323955733,9.389250124790756
2025-12-16 06:00:00,2025-12-17 00:30:00,110327.0,109966.18327000001,10488,9.50628585922298,9.537477511748712
2025-12-16 06:00:00,2025-12-17 00:45:00,110327.0,109966.18327000001,10731,9.726540194061958,9.758454536477444
2025-12-16 06:00:00,2025-12-17 02:00:00,122663.0,120749.20977000002,10978,8.949724040591297,9.091570885490428
2025-12-16 06:00:00,2025-12-17 03:30:00,129569.0,126474.83577000002,11208,8.650217258691121,8.861841908451746
2025-12-16 06:00:00,2025-12-17 04:30:00,138154.0,134013.81977000003,14463,10.468752261892751,10.792170557270934
2025-12-16 06:00:00,2025-12-17 06:30:00,147854.0,146597.35687000002,17443,11.797448834581427,11.898577417974296
2025-12-16 06:00:00,2025-12-17 06:50:00,147854.0,146597.35687000002,23529,15.913671594844145,16.050084737001505
2025-12-16 07:00:00,2025-12-16 06:30:00,0.0,0.0,2057,100.0,100.0
2025-12-16 07:00:00,2025-12-16 06:50:00,0.0,0.0,2318,100.0,100.0
2025-12-16 07:00:00,2025-12-16 14:00:00,40550.0,39399.09757,2417,5.9605425399269905,6.13465827648563
2025-12-16 07:00:00,2025-12-16 15:00:00,45692.0,43730.69717,2608,5.707782543865276,5.9637741191317994
2025-12-16 07:00:00,2025-12-16 17:00:00,60124.0,58581.37557,2745,4.565564499957329,4.685789593098731
2025-12-16 07:00:00,2025-12-16 18:00:00,65913.0,65222.544969999995,3976,6.032193952543016,6.096051605725989
2025-12-16 07:00:00,2025-12-16 18:15:00,65913.0,65222.544969999995,4102,6.223355028503887,6.289236339710262
2025-12-16 07:00:00,2025-12-16 18:30:00,65913.0,65222.544969999995,4229,6.416033255861272,6.483954285869015
2025-12-16 07:00:00,2025-12-16 18:45:00,65913.0,65222.544969999995,4331,6.570782698305786,6.640341927665808
2025-12-16 07:00:00,2025-12-16 19:45:00,73429.0,72335.45956999999,4582,6.2400414004515925,6.334376013057046
2025-12-16 07:00:00,2025-12-16 20:00:00,80396.0,79631.08056999999,5390,6.704313647361756,6.768713875726218
2025-12-16 07:00:00,2025-12-16 20:45:00,80396.0,79631.08056999999,5487,6.824966416154723,6.890525609667858
2025-12-16 07:00:00,2025-12-16 23:00:00,98182.0,97391.98627000001,5618,5.722026440633497,5.768441752864063
2025-12-16 07:00:00,2025-12-16 23:40:00,98182.0,97391.98627000001,8069,8.218410706563134,8.285075917383432
2025-12-16 07:00:00,2025-12-17 00:15:00,103089.0,102853.57627,8278,8.029954699259573,8.048334632710304
2025-12-16 07:00:00,2025-12-17 00:30:00,103089.0,102853.57627,8396,8.144418900094633,8.163060833079935
2025-12-16 07:00:00,2025-12-17 00:45:00,103089.0,102853.57627,8561,8.304474774143658,8.323483062410354
2025-12-16 07:00:00,2025-12-17 02:00:00,115425.0,113636.60277000001,8739,7.571150097400293,7.69030381664154
2025-12-16 07:00:00,2025-12-17 03:30:00,122331.0,119362.22877000002,8949,7.315398386285444,7.4973465996256845
2025-12-16 07:00:00,2025-12-17 04:30:00,130916.0,126901.21277000001,10374,7.92416511344737,8.174862771974004
2025-12-16 07:00:00,2025-12-17 06:30:00,140616.0,139484.74987,12406,8.822609091363553,8.894162273276088
2025-12-16 07:00:00,2025-12-17 06:50:00,140616.0,139484.74987,18093,12.866956818478217,12.971310495758848
2025-12-16 08:00:00,2025-12-16 06:30:00,0.0,0.0,1813,100.0,100.0
2025-12-16 08:00:00,2025-12-16 06:50:00,0.0,0.0,2031,100.0,100.0
2025-12-16 08:00:00,2025-12-16 14:00:00,32753.0,32460.51057,2118,6.466583213553977,6.5248511583554905
2025-12-16 08:00:00,2025-12-16 15:00:00,37895.0,36792.11017,2266,5.979680696504032,6.158929154833009
2025-12-16 08:00:00,2025-12-16 17:00:00,52327.0,51642.78857,2364,4.517744185515743,4.577599439174174
2025-12-16 08:00:00,2025-12-16 18:00:00,58116.0,58283.957969999996,3425,5.89338564240668,5.876402562955929
2025-12-16 08:00:00,2025-12-16 18:15:00,58116.0,58283.957969999996,3497,6.017275793137565,5.999935697126097
2025-12-16 08:00:00,2025-12-16 18:30:00,58116.0,58283.957969999996,3608,6.2082731088476795,6.190382612305107
2025-12-16 08:00:00,2025-12-16 18:45:00,58116.0,58283.957969999996,3687,6.344208135344067,6.325925912297375
2025-12-16 08:00:00,2025-12-16 19:45:00,65632.0,65396.87256999999,3896,5.936128717608239,5.957471430717418
2025-12-16 08:00:00,2025-12-16 20:00:00,72599.0,72692.49356999999,4556,6.275568533915405,6.267497201138214
2025-12-16 08:00:00,2025-12-16 20:45:00,72599.0,72692.49356999999,4617,6.359591729826037,6.351412330477421
2025-12-16 08:00:00,2025-12-16 23:00:00,90385.0,90453.39927,4724,5.226530950874299,5.222578740072346
2025-12-16 08:00:00,2025-12-16 23:40:00,90385.0,90453.39927,6949,7.688222603223011,7.682408904479834
2025-12-16 08:00:00,2025-12-17 00:15:00,95292.0,95914.98926999999,7087,7.437140578354562,7.3888346898275294
2025-12-16 08:00:00,2025-12-17 00:30:00,95292.0,95914.98926999999,7198,7.55362464836971,7.504562169800841
2025-12-16 08:00:00,2025-12-17 00:45:00,95292.0,95914.98926999999,7356,7.7194308020849665,7.6692913755286165
2025-12-16 08:00:00,2025-12-17 02:00:00,107628.0,106698.01577,7500,6.9684468724962985,7.02918413787266
2025-12-16 08:00:00,2025-12-17 03:30:00,114534.0,112423.64177,7692,6.71590968614808,6.841977255698698
2025-12-16 08:00:00,2025-12-17 04:30:00,123119.0,119962.62577,8498,6.902265287998585,7.083872952416088
2025-12-16 08:00:00,2025-12-17 06:30:00,132819.0,132546.16287,9538,7.1812014846732675,7.195983492394886
2025-12-16 08:00:00,2025-12-17 06:50:00,132819.0,132546.16287,13675,10.295966691434991,10.317160228402187
2025-12-16 09:00:00,2025-12-16 06:30:00,0.0,0.0,1813,100.0,100.0
2025-12-16 09:00:00,2025-12-16 06:50:00,0.0,0.0,2031,100.0,100.0
2025-12-16 09:00:00,2025-12-16 14:00:00,32582.0,32030.697400000005,2143,6.577251242815749,6.690456886315236
2025-12-16 09:00:00,2025-12-16 15:00:00,37724.0,36362.297000000006,2295,6.083660269163301,6.311482467504417
