eval_dttm,sbdt,actual_shipped_units,forecasted_shipped_units,backlog_sbdt,risk_score_actual,risk_score_predicted
2025-12-10 06:00:00,2025-12-10 17:00:00,73021.0,69252.49870000001,2788,3.8180797304884897,4.02584751790335
2025-12-10 06:00:00,2025-12-10 17:30:00,73021.0,69252.49870000001,3078,4.215225756916295,4.444604971279619
2025-12-10 06:00:00,2025-12-10 20:00:00,91395.0,87677.9051,4749,5.196126702716821,5.4164159083516195
2025-12-10 06:00:00,2025-12-10 20:30:00,91395.0,87677.9051,6307,6.900815142984838,7.1933744228203125
2025-12-10 06:00:00,2025-12-10 21:00:00,95564.0,92470.0545,6552,6.856138294683603,7.085537080470894
2025-12-10 06:00:00,2025-12-10 22:00:00,102982.0,99772.0475,6997,6.794391252774326,7.012986277474029
2025-12-10 06:00:00,2025-12-10 22:30:00,102982.0,99772.0475,7326,7.113864558785867,7.342737954662676
2025-12-10 06:00:00,2025-12-10 23:00:00,111952.0,108055.2015,7821,6.986029726963467,7.237967160634669
2025-12-10 06:00:00,2025-12-10 23:30:00,111952.0,108055.2015,8062,7.201300557317411,7.461001310450928
2025-12-10 06:00:00,2025-12-11 00:00:00,119840.0,116360.5735,8839,7.375667556680778,7.596215568604118
2025-12-10 06:00:00,2025-12-11 00:30:00,119840.0,116360.5735,9239,7.709445927839541,7.9399746168495815
2025-12-10 06:00:00,2025-12-11 01:00:00,124293.0,120787.3135,11944,9.609551623907947,9.888455710956032
2025-12-10 07:00:00,2025-12-10 17:00:00,73021.0,69252.4987,3578,4.899960285330248,5.16660058064928
2025-12-10 07:00:00,2025-12-10 17:30:00,73021.0,69252.4987,3874,5.3053231261513085,5.594021981396117
2025-12-10 07:00:00,2025-12-10 20:00:00,91395.0,87677.9051,5574,6.098801903757331,6.357359922752564
2025-12-10 07:00:00,2025-12-10 20:30:00,91395.0,87677.9051,7219,7.8986815470441645,8.233545260558085
2025-12-10 07:00:00,2025-12-10 21:00:00,95564.0,92470.0545,7465,7.811518981961707,8.072883746293533
2025-12-10 07:00:00,2025-12-10 22:00:00,102982.0,99772.04750000002,7916,7.686780213943342,7.934085947189425
2025-12-10 07:00:00,2025-12-10 22:30:00,102982.0,99772.04750000002,8247,8.008195606921518,8.265842193844264
2025-12-10 07:00:00,2025-12-10 23:00:00,111952.0,108055.20150000001,8766,7.83014148913972,8.112520154727465
2025-12-10 07:00:00,2025-12-10 23:30:00,111952.0,108055.20150000001,9011,8.048985279333563,8.339256116158932
2025-12-10 07:00:00,2025-12-11 00:00:00,119840.0,116360.57350000001,9801,8.178404539317604,8.422956079634456
2025-12-10 07:00:00,2025-12-11 00:30:00,119840.0,116360.57350000001,10201,8.512182910476367,8.76671512787992
2025-12-10 07:00:00,2025-12-11 01:00:00,124293.0,120787.31350000002,13536,10.890396080142162,11.206474924941462
2025-12-10 08:00:00,2025-12-10 17:00:00,71754.0,68538.2523,3855,5.372522786111262,5.624596295613092
2025-12-10 08:00:00,2025-12-10 17:30:00,71754.0,68538.2523,4141,5.771106837169063,6.041881520138473
2025-12-10 08:00:00,2025-12-10 20:00:00,90128.0,86963.6587,6102,6.770371027796353,7.016724101937806
2025-12-10 08:00:00,2025-12-10 20:30:00,90128.0,86963.6587,7812,8.667672643255507,8.983062714575244
2025-12-10 08:00:00,2025-12-10 21:00:00,94297.0,91755.8081,8062,8.549582701373856,8.786364772817185
2025-12-10 08:00:00,2025-12-10 22:00:00,101715.0,99057.8011,8513,8.369463697504111,8.593972312508823
2025-12-10 08:00:00,2025-12-10 22:30:00,101715.0,99057.8011,8835,8.686034508099238,8.919035050042929
2025-12-10 08:00:00,2025-12-10 23:00:00,110685.0,107340.9551,9338,8.436554185224407,8.699382254623712
2025-12-10 08:00:00,2025-12-10 23:30:00,110685.0,107340.9551,9595,8.668744635599506,8.93880624685313
2025-12-10 08:00:00,2025-12-11 00:00:00,118573.0,115646.32710000001,10371,8.746510588340124,8.967859386439883
2025-12-10 08:00:00,2025-12-11 00:30:00,118573.0,115646.32710000001,10706,9.029036964494201,9.257535685201562
2025-12-10 08:00:00,2025-12-11 01:00:00,123026.0,120073.06710000001,14294,11.618682229678129,11.904418155635632
